Function name	Segment	Start	Length	Locals	Arguments	R	F	L	M	O	S	B	T	=	X
Con_CopyCurrentConsoleLineText	.text	004F44F0	0000001D	00000000	00000008	R	.	.	.	.	.	.	T	.	.
Con_CullFinishedLines(int,MessageWindow *)	.text	004F77D0	00000125	00000004	00000010	R	.	.	.	.	.	.	T	.	.
Con_CycleAutoComplete(int)	.text	004F71E0	0000006F	00000000	00000014	R	.	.	.	.	.	.	T	.	.
Con_DrawAutoCompleteChoice	.text	004F6FB0	0000015C	00000108	0000001C	R	.	.	.	.	.	.	T	.	.
Con_DrawConsole(LocalClientNum_t)	.text	004FA290	00000030	00000000	00000008	R	.	.	.	.	.	.	T	.	.
Con_DrawErrors(LocalClientNum_t,int,int,float)	.text	004F8440	000000ED	0000008C	00000014	R	.	.	.	.	.	.	T	.	.
Con_DrawInput	.text	004F9D00	0000043C	0000002C	00000034	R	.	.	.	.	.	.	T	.	.
Con_DrawInputPrompt	.text	004F7110	00000029	00000000	00000014	R	.	.	.	.	.	.	T	.	.
Con_DrawMessageLineOnHUD	.text	004F7370	0000008D	00000050	00000030	R	.	.	.	.	.	.	T	.	.
Con_DrawMessageWindow	.text	004F80A0	000001A7	0000000C	00000034	R	.	.	.	.	.	.	T	.	.
Con_DrawMessageWindowOldToNew	.text	004F7DD0	000002D0	00000404	00000030	R	.	.	.	.	.	.	T	.	.
Con_DrawMiniConsole(LocalClientNum_t,int,int,float)	.text	004F82D0	00000170	00000018	0000002C	R	.	.	.	.	.	.	T	.	.
Con_DrawOuputWindow	.text	004F89F0	00000154	00000024	00000019	R	.	.	.	.	.	.	.	.	.
Con_DrawOutputScrollBar	.text	004F86F0	000001B1	00000028	00000014	R	.	.	.	.	.	.	T	.	.
Con_DrawOutputText	.text	004F88B0	00000132	00000484	00000010	R	.	.	.	.	.	.	T	.	.
Con_DrawSay(LocalClientNum_t,int,int)	.text	004F8590	00000142	00000018	000000B4	R	.	.	.	.	.	.	T	.	.
Con_DrawSolidConsole	.text	004FA210	0000007D	00000004	00000034	R	.	.	.	.	.	.	T	.	.
Con_Echo_f	.text	004F8E30	0000001B	00000000		R	.	.	.	.	.	.	.	.	.
Con_FilterAdd	.text	00514D30	00000067	00000000	00000FF3	R	.	.	.	.	.	.	T	.	.
Con_FilterAdd_f	.text	00514DA0	0000000C			R	.	.	.	.	.	.	.	.	.
Con_FilterList_f	.text	00514DC0	0000007D	00000000	0000005C	R	.	.	.	.	.	.	.	.	.
Con_FilterRemove_f	.text	00514DB0	0000000A			R	.	.	.	.	.	.	.	.	.
Con_FilterShowChannel	.text	00514B20	000000F1	00000004	00000080	R	.	.	.	.	.	.	T	.	.
Con_FreeFirstMessageWindowLine	.text	004F43D0	00000030	0000001C	00000028	R	.	.	.	.	.	.	T	.	.
Con_GetAutoCompleteColorCodedStringContiguous	.text	004F6050	000001B4	00000014	00000010	R	.	.	.	.	.	.	T	.	.
Con_GetAutoCompleteColorCodedStringDiscontiguous	.text	004F5ED0	000000A6	00000004	00000014	R	.	.	.	.	.	.	T	.	.
Con_GetChannel(char const *,int *)	.text	00514A90	00000055	00000000	0000000C	R	.	.	.	.	.	.	T	.	.
Con_GetDefaultMsgDuration	.text	004F4220	00000013	00000000		R	.	.	.	.	.	.	T	.	.
Con_GetDestWindow	.text	004F4AA0	0000007D	00000000	00000024	R	.	.	.	.	.	.	T	.	.
Con_GetMessageAlpha(Message *,MessageWindow *,int,bool)	.text	004F7900	00000050	00000000	00000011	R	.	.	.	.	.	.	T	.	.
Con_GetTextCopy(char *,int)	.text	004F39A0	00000080	00000094	0000000C	R	.	.	.	.	.	.	T	.	.
Con_HasTooManyMatchesToShow(void)	.text	004F7140	0000001C	00000000		R	.	.	.	.	.	.	T	.	.
Con_InitChannels(void)	.text	005151E0	00000116	00000000	0000003C	R	.	.	.	.	.	.	T	.	.
Con_InitChannelsForDestFromList	.text	00514EF0	000001D0	00000114	00000090	R	.	.	.	.	.	.	T	.	.
Con_InitClientAssets(void)	.text	004F4210	00000008	00000004		R	.	.	.	.	.	.	T	.	.
Con_InitGameMsgChannels(void)	.text	005150C0	0000011B	00000000	00000004	R	.	.	.	.	.	.	T	.	.
Con_InitMessageBuffer(void)	.text	004F4DB0	0000011A	0000001C	00000030	R	.	.	.	.	.	.	T	.	.
Con_InitMessageWindow	.text	004F40E0	0000010A	00000008	00000034	R	.	.	.	.	.	.	T	.	.
Con_IsActive(LocalClientNum_t)	.text	004F8CB0	0000001C	00000000	00000010	R	.	.	.	.	.	.	T	.	.
Con_IsAutoCompleteMatch(char const *,char const *,int)	.text	004F6210	00000123	00000000	00000018	R	.	.	.	.	.	.	T	.	.
Con_IsChannelOpen(int)	.text	00514AF0	00000029	00000114	00000008	R	.	.	.	.	.	B	T	.	.
Con_IsChannelVisible(print_msg_dest_t,int,int)	.text	00514C20	000000C4	00000000	000000E1	R	.	.	.	.	.	.	T	.	.
Con_IsDvarCommand(char const *)	.text	004F7160	00000084	00000000	0000001D	R	.	.	.	.	.	.	T	.	.
Con_IsGameMessageWindowActive(LocalClientNum_t,int)	.text	004F8540	0000004F	00000000	0000000C	R	.	.	.	.	.	.	T	.	.
Con_IsValidGameMessageWindow(int)	.text	004F8530	00000010	00000000	00000024	R	.	.	.	.	.	.	T	.	.
Con_NeedToFreeMessageWindowLine	.text	004F4440	000000A3	00000000	00000028	R	.	.	.	.	.	.	T	.	.
Con_NudgeMessageWindowTimes	.text	004F3C60	0000011A	00000024	00000020	R	.	.	.	.	.	.	T	.	.
Con_OneTimeInit(void)	.text	004F8E80	00000065	00000004	00000008	R	.	.	.	.	.	.	T	.	.
Con_OpenChannel(char const *,bool)	.text	005149D0	00000003	00000002	00000009	R	.	.	.	.	.	.	T	.	.
Con_PageDown(void)	.text	004F8BB0	00000020	00000008	00000010	R	.	.	.	.	.	.	T	.	.
Con_PageUp(void)	.text	004F8B80	0000002E	0000000C	0000001C	R	.	.	.	.	.	.	T	.	.
Con_ResetMessageWindowTimes	.text	004F3A60	00000007	00000000	00000008	R	.	.	.	.	.	.	T	.	.
Con_ScriptHasPermission(int)	.text	00514A60	0000002A	00000000	00000008	R	.	.	.	.	.	.	T	.	.
Con_ShutdownChannels(void)	.text	00515300	000000FD	00000004	00000038	R	.	.	.	.	.	.	T	.	.
Con_TimeJumped(LocalClientNum_t,int)	.text	004F3B30	0000005C	00000000	00000048	R	.	.	.	.	.	.	T	.	.
Con_TimeNudged(LocalClientNum_t,int)	.text	004F3D80	00000080	00000000	00000040	R	.	.	.	.	.	.	T	.	.
Con_ToggleConsole(void)	.text	004F8DC0	00000061	00000000	00000018	R	.	.	.	.	.	.	T	.	.
Con_ToggleConsoleOutput(void)	.text	004F86E0	00000010	00000004		R	.	.	.	.	.	.	T	.	.
Con_TokenizeInput(void)	.text	004F59A0	00000049	00000000		R	.	.	.	.	.	.	T	.	.
Con_Top(void)	.text	004F8BD0	0000001C	00000000	00000004	R	.	.	.	.	.	.	T	.	.
Con_UpdateMessageWindowLine	.text	004F48A0	00000209	0000002C	0000012B	R	F	.	.	.	.	.	T	.	.
Con_UpdateNotifyLine	.text	004F4CA0	0000010B	00000000	00000030	R	.	.	.	.	.	.	T	.	.
Con_UpdateNotifyMessage	.text	004F4B20	0000017B	00000000	0000003C	R	.	.	.	.	.	.	T	.	.
Con_WriteFilterConfigString(int)	.text	00514E40	000000AA	00000020	00000088	R	.	.	.	.	.	.	T	.	.
Conbuf_AppendText(char const *)	.text	0079DDB0	0000012C	00008004	00000008	R	.	.	.	.	.	.	T	.	.
Conbuf_AppendTextInMainThread(char const *)	.text	0079DEE0	00000020	00000000	00000008	R	.	.	.	.	.	.	T	.	.
Conbuf_CleanText	.text	0079D8E0	0000008A	00000000	00000060	R	.	.	.	.	.	.	T	.	.
ConcatArgs(int)	.text	005D4460	00000106	00000408	00009488	R	.	.	.	.	.	.	T	.	.
Concurrency::details::HardwareAffinity::GetGroup(void)	.text	00A2A660	00000005	00000000		R	.	L	.	.	.	.	T	.	.
Concurrency::details::ListArray<Concurrency::details::ScheduleGroupBase>::SetScheduler(Concurrency::details::SchedulerBase *)	.text	00AD9BC0	0000000D	00000004	00000004	R	.	L	.	.	.	B	.	.	.
Concurrency::details::SchedulerProxy::GetNumNestedThreadSubscriptions(void)	.text	00A46CC0	00000007	00000000		R	.	L	.	.	.	.	T	.	.
Concurrency::details::StructuredWorkStealingQueue<Concurrency::details::_UnrealizedChore,Concurrency::details::_CriticalNonReentrantLock>::Reinitialize(void)	.text	00ADA190	0000000E	00000000		R	.	L	.	.	.	.	.	.	.
Concurrency::details::_NonReentrantLock::_Release(void)	.text	00A375B0	00000007	00000000		R	.	L	.	.	.	.	T	.	.
ConnectBreakStatements	.text	008214D0	00000080	00000000		R	.	.	.	.	.	.	T	.	.
ConnectContinueStatements	.text	00821570	0000006A	00000000		R	.	.	.	.	.	.	T	.	.
ConnectScriptToAnim	.text	0081D3E0	000000A6	00000004	00000048	R	.	.	.	.	.	.	T	.	.
Console_IsScrollDownKey	.text	004FE050	00000043	00000000	00000024	R	.	.	.	.	.	.	T	.	.
Console_IsScrollUpKey	.text	004FE000	00000042	00000000	0000000C	R	.	.	.	.	.	.	T	.	.
Console_Key(LocalClientNum_t,int)	.text	004FF740	00000001	00000004	0000000C	R	.	.	.	.	.	.	T	.	.
ConsolidateHudElemText	.text	00456410	00000129	00000000	0000000C	R	F	.	.	.	.	.	T	.	.
ConsumeQuat	.text	007B62F0	000000EC	00000000	000001DD	R	.	.	.	.	.	.	T	.	.
ConsumeQuat2	.text	007B63E0	000000CA	00000016	00000060	.	.	.	.	.	.	.	T	.	.
ConsumeQuatNoSwap	.text	007BADB0	000000EC	00000000		R	.	.	.	.	.	.	T	.	.
Content_Disable_f	.text	00983860	0000003C	00000004	0000007C	R	.	.	.	.	.	.	.	.	.
Content_DoWeHaveContentPack(int)	.text	006C1E10	00000013	00000000	00000008	R	.	.	.	.	.	.	T	.	.
Content_Enable_f	.text	009838A0	00000073	00000004	00000084	R	.	.	.	.	.	.	.	.	.
Content_GetAllContentPacks(void)	.text	006C1A30	00000006	00000000		R	.	.	.	.	.	.	T	.	.
Content_GetAvailableContentPacks(void)	.text	006C1D50	000000BA	00000000	00000018	R	.	.	.	.	.	.	T	.	.
Content_GetContentPack(void)	.text	006C1940	0000000A	00000000		R	.	.	.	.	.	.	T	.	.
Content_GetContentPackFromPakName(char const *)	.text	006C19E0	0000002F	00000008	00000008	R	.	.	.	.	.	.	T	.	.
Content_GetEnabledContentPacks(void)	.text	006C1CB0	00000006	00000064		R	.	.	.	.	.	B	T	.	.
Content_GetFreePackIndex(void)	.text	006C1E30	0000001A	00000000	00000024	R	.	.	.	.	.	.	T	.	.
Content_GetIndexedContentPackFilenameIdentifier(int)	.text	006C1BE0	00000018	00000000	00000008	R	.	.	.	.	.	.	T	.	.
Content_GetIndexedContentPackFromPakName(char const *)	.text	006C1950	0000004A	00000000	00000008	R	.	.	.	.	.	.	T	.	.
Content_GetIndexedContentPackID(int)	.text	006C1A50	00000042	00000000	00000008	R	.	.	.	.	.	.	T	.	.
Content_GetIndexedContentPackMask(int)	.text	006C1AA0	00000016	00000000	00000008	R	.	.	.	.	.	.	T	.	.
Content_GetIndexedContentPackName(int)	.text	006C1AF0	00000045	00000000	0000000C	R	.	.	.	.	.	.	T	.	.
Content_GetKnownContentPackCount(void)	.text	006C1A40	00000006	00000000		R	.	.	.	.	.	.	T	.	.
Content_InitializeContentPacks(void)	.text	006C1E80	0000004C	00000000	00000004	R	.	.	.	.	.	.	T	.	.
Content_IsContentPackAllowedToBeListed(int)	.text	006C1A10	0000001E	00000000	00000008	R	.	.	.	.	.	.	T	.	.
Content_IsIndexedContentPackEnabled(int)	.text	006C1C30	00000053	00000000	00000008	R	.	.	.	.	.	.	T	.	.
Content_IsLoadFastfileLoaded(int)	.text	006C1B40	00000048	00000000	00000009	R	.	.	.	.	.	.	T	.	.
Content_OwnsAnyByMask(ControllerIndex_t,int)	.text	006C19A0	00000040	00000000	0000000C	R	.	.	.	.	.	B	T	.	.
Content_PlayerHasDLCForMapPackIndex(dlcIndex_t)	.text	006C1ED0	0000000D	00000000	00000008	R	.	.	.	.	.	.	T	.	.
Content_RegisterContentDvars(void)	.text	006C1CC0	000000B0	00000004	00000019	R	.	.	.	.	.	.	T	.	.
Content_SetDLCDvars(dlcIndex_t,bool)	.text	006C1F20	00000034	00000000	00000009	R	.	.	.	.	.	.	T	.	.
Content_SetPack	.text	009836A0	000001B6	00000000	0000009C	R	.	.	.	.	.	.	T	.	.
ContinuousFire_State_In	.text	00966B30	0000006F	00000000	0000000C	R	.	.	.	.	.	.	T	.	.
ContinuousFire_State_Loop	.text	00966BA0	0000005C	00000000	00000028	R	.	.	.	.	.	.	T	.	.
ContinuousFire_State_Out	.text	00966C00	0000006D	00000000	00000020	R	.	.	.	.	.	.	T	.	.
ConvertQuatToInverseMat(DObjAnimMat const *,vec3_t * const)	.text	007B90F0	00000209	00000000	0000000C	R	.	.	.	.	.	.	T	.	.
ConvertQuatToInverseSkelMat(DObjAnimMat const *,DObjSkelMat *)	.text	0058A840	00000029	00000018	0000000C	R	.	.	.	.	.	.	T	.	.
CopyArray(scriptInstance_t,uint,uint)	.text	0083B6D0	00000280	00000004	000001E8	R	.	.	.	.	.	.	T	.	.
CopyEntity	.text	0083D980	00000390	00000020	00000020	R	F	.	.	.	.	.	T	.	.
CopyFromDecompressBufferNullTerminal	.text	00538060	000000F0	00000002	000000BC	R	.	.	.	.	.	.	T	.	.
CopyMessageToClipboard	.text	0073E2C0	00000073	00000010	00000014	R	.	.	.	.	.	.	T	.	.
CopyPoolTextToCmd	.text	00A2D9F0	00000080	00000000	00000010	R	.	.	.	.	.	.	T	.	.
CopyStringToHudElemString	.text	00456540	000000EC	00000000	00000008	R	.	.	.	.	.	.	T	.	.
CopyTempString	.text	00742AB0	00000023	00000000	00000008	R	.	.	.	.	.	.	T	.	.
CopyTokenLocalizedString(jsmntok_t *)	.text	006926A0	00000103	0000000C	0000000C	R	.	.	.	.	.	.	T	.	.
CopyTokenString(jsmntok_t *)	.text	006925D0	00000064	00000020	00000008	R	.	.	.	.	.	.	T	.	.
CountBitsEnabled(uint)	.text	00501740	0000006B	00000000	00000488	R	.	.	.	.	.	.	T	.	.
CountNonWeaponChallenges	.text	0050A500	00000078	00000000	00000030	R	.	.	.	.	.	.	T	.	.
CountWeaponChallenges	.text	0050A5C0	00000013	00000000	00000008	R	.	.	.	.	.	.	T	.	.
Crawl_State_In	.text	00966970	000000D0	00000000		R	.	.	.	.	.	.	T	.	.
Crawl_State_Out	.text	00966A40	000000EA	0000000C	00000008	R	.	.	.	.	.	.	T	.	.
CreateBasicBuffer	.text	0068B590	000000CE	0000003C	00000035	R	.	.	.	.	.	.	T	.	.
CreateBlock	.text	006F5190	000000A0	00000000	00000180	R	.	.	.	.	.	.	T	.	.
CreateClipMatrix	.text	00578D70	00000059	00000050		R	.	.	.	.	.	.	T	.	.
CreateDXGIFactory1	.text	009FA078	00000006	00000000	00000008	R	.	.	.	.	.	.	T	.	.
CreateDebugLinesIfNeeded	.text	004FA780	00000120	00004000	00000F00	R	.	.	.	.	.	.	T	.	.
CreateDebugSpheresIfNeeded	.text	004FA570	0000012F	00000010	00000F00	R	.	.	.	.	.	.	T	.	.
CreateDebugStringsIfNeeded	.text	004FA310	0000017B	00000000	00000034	R	.	.	.	.	.	.	T	.	.
CreateRopes(LocalClientNum_t)	.text	0056CE50	000001FF	00000004	00000058	R	.	.	.	.	.	.	T	.	.
CreateValues	.text	0081DA70	000000BE	00000000	0000000C	R	.	.	.	.	.	.	T	.	.
CullBoxFromCone(vec3_t const &,vec3_t const &,float,vec3_t const &,vec3_t const &)	.text	00766100	00000270	0000001C	000001C4	R	.	.	.	.	.	.	T	.	.
CullBoxFromConicSectionOfSphere(vec3_t const &,vec3_t const &,float,float,vec3_t const &,vec3_t const &)	.text	00766430	00000155	00000038	0000001C	R	.	.	.	.	.	.	T	.	.
CullBoxFromSphere(vec3_t const &,float,vec3_t const &,vec3_t const &)	.text	00766370	000000BB	00000000	000000A8	R	.	.	.	.	.	.	T	.	.
CullSphereFromCone(vec3_t const &,vec3_t const &,float,vec3_t const &,float)	.text	00766790	00000120	00000000	00000020	R	.	.	.	.	.	.	T	.	.
CurrentPrimaryWeapon	.text	005E39F0	0000008A	00000000	0000002C	R	.	.	.	.	.	.	T	.	.
CustomSearchInfo_FindPath::CustomSearchInfo_FindPath(int,int)	.text	008781C0	0000010D	00000000	00000018	R	.	.	.	.	.	.	T	.	.
CycleClient	.text	005D4E60	00000004	00000000		R	.	.	.	.	.	.	T	.	.
CyclePerimiter	.text	0079FA00	000000D4	00000000	00000018	R	.	.	.	.	.	.	T	.	.
CycleWeapPrimary(LocalClientNum_t,int,int)	.text	004E11E0	00000031	00000014	00000010	R	.	.	.	.	.	.	T	.	.
D3DPERF_BeginEvent(x,x)	.text	00ACD760	00000006	00000000	00000008	R	.	.	.	.	.	.	.	.	.
D3DPERF_SetMarker(x,x)	.text	00ACD76C	00000006	00000000	00000008	R	.	.	.	.	.	.	.	.	.
D3DReflect(x,x,x,x)	.text	00AEFBEA	00000006	00000000	00000010	R	.	.	.	.	.	.	T	.	.
DB_AddReorderAsset	.text	0054E780	00000144	0000001C	00000050	R	.	.	.	.	.	.	T	.	.
DB_AllocMaterial	.text	00555010	00000020	00000000	00000008	R	.	.	.	.	.	.	T	.	.
DB_AllocStreamPos(int)	.text	00557610	0000004F	00000000	00000034	R	.	.	.	.	.	.	T	.	.
DB_AllocXAssetEntry	.text	0054F0C0	0000009B	00000000	00000008	R	.	.	.	.	.	.	T	.	.
DB_AllocXAssetHeader	.text	0054EE70	0000011A	00000000	00000008	R	.	.	.	.	.	.	T	.	.
DB_AllocXAsset_ZBarrierDef_	.text	00553A10	00000017	00000000	0000001D	R	.	.	.	.	.	.	T	.	.
DB_AllocXBlocks(uint * const,char const *,XBlock *,uint,int)	.text	0054DD90	00000018	00000004	00000018	R	.	.	.	.	.	.	T	.	.
DB_AllocZoneForSlot	.text	005391F0	0000002C	0000001C	0000000C	R	.	.	.	.	.	.	T	.	.
DB_ArchiveAssets	.text	00552AA0	00000002	00000000		R	.	.	.	.	.	.	.	.	.
DB_BeginReorderZone	.text	0054E980	00000338	0000022C	0000002C	R	.	.	.	.	.	.	T	.	.
DB_BuildOSPath(char const *,char const *,int,char *)	.text	00550EC0	0000002E	00000010	00000014	R	.	.	.	.	.	.	T	.	.
DB_BuildOSPath_FromSource	.text	00550EF0	00000030	00000000	0000002C	R	.	.	.	.	.	.	T	.	.
DB_Cleanup(void)	.text	00552EF0	00000039	00000000	0000003C	R	.	.	.	.	.	.	T	.	.
DB_CloneXAsset	.text	0054F500	00000090	00000000	00000008	R	.	.	.	.	.	.	T	.	.
DB_CompareLoadXZoneInfos	.text	00551330	0000003A	00000000	0000000C	R	.	.	.	.	.	.	T	.	.
DB_ConvertOffsetToAlias(void *)	.text	005578E0	0000005A	00000000	00000034	R	.	.	.	.	.	.	T	.	.
DB_ConvertOffsetToPointer(void *)	.text	00557940	00000032	00000000	00000008	R	.	.	.	.	.	.	T	.	.
DB_CreateDefaultEntry	.text	0054F910	000001A4	0000000C	00000024	R	.	.	.	.	.	.	T	.	.
DB_DecompressIOStreamWorkerCallback(jqBatch *)	.text	00538530	0000006E	00000000	00000008	R	.	.	.	.	.	.	T	.	.
DB_DelayedCloneXAsset	.text	0054F6D0	00000120	00000004		R	.	.	.	.	.	.	T	.	.
DB_DoesXAssetExist(XAssetType,char const *)	.text	0054FF30	0000005E	00000000	0000000C	R	.	.	.	.	.	.	T	.	.
DB_DoesXAssetExist(char const *,char const *)	.text	0054FF90	00000040	00000000	0000000C	R	.	.	.	.	.	.	T	.	.
DB_DumpModels_f	.text	0054FD90	00000052	00000008	0000001C	R	.	.	.	.	.	.	.	.	.
DB_DynamicCloneMenu	.text	0054E590	00000014	0000000C	00000010	R	.	.	.	.	.	.	T	.	.
DB_EnableInUseCache	.text	00550D70	00000049	00000048	00000008	R	.	.	.	.	.	.	T	.	.
DB_EndReorderZone	.text	00555DE0	00000249	00000410	00000004	R	.	.	.	.	.	.	.	.	.
DB_EnumXAssets(XAssetType,void (*)(XAssetHeader,void *),void *,bool)	.text	007696C0	00000028	00000000	00000011	R	.	.	.	.	.	.	T	.	.
DB_EnumXAssetsTimeout(XAssetType,void (*)(XAssetHeader,void *),void *,bool,int)	.text	007696F0	00000022	00000000	00000030	R	.	.	.	.	.	.	T	.	.
DB_EnumXAssetsTimeout_FastFile(XAssetType,void (*)(XAssetHeader,void *),void *,bool,int)	.text	0054F3B0	000000D0	00000008	00000018	R	.	.	.	.	.	.	T	.	.
DB_EnumXAssetsTimeout_LoadObj	.text	00769630	00000020	00000000	00000018	R	.	.	.	.	.	.	T	.	.
DB_EnumXAssets_FastFile(XAssetType,void (*)(XAssetHeader,void *),void *,bool)	.text	0054F300	000000A6	00000000	00000011	R	.	.	.	.	.	.	T	.	.
DB_EnumXAssets_LoadObj	.text	00769570	000000B7	00000000	00000011	R	.	.	.	.	.	.	T	.	.
DB_FFOTDMemAlloc(uint,uint,uint,char const *,int)	.text	0054DAC0	00000076	00000004	00000021	R	.	.	.	.	.	.	T	.	.
DB_FileExists(char const *,FF_DIR)	.text	00553110	0000006A	00000104	00000068	R	.	.	.	.	.	.	T	.	.
DB_FileReadCompletionCallback	.text	005371B0	00000095	00000000	00000028	R	.	.	.	.	.	.	T	.	.
DB_FindXAssetDefaultHeaderInternal(XAssetType)	.text	0054F870	000000A0	00000000	0000000C	R	.	.	.	.	.	.	T	.	.
DB_FindXAssetEntry	.text	0054F7F0	0000007B	00000014	00000008	R	.	.	.	.	.	.	T	.	.
DB_FindXAssetHeader(XAssetType,char const *,bool,int)	.text	00556270	00000009	00000094	00000014	.	.	.	.	.	.	.	T	.	.
DB_FlushGump(int)	.text	00539430	0000000E	00000000	000000BD	R	F	.	.	.	.	.	T	.	.
DB_FlushGumps(void)	.text	00539540	00000120	00000000	00000038	R	.	.	.	.	.	.	T	.	.
DB_FreeDefaultEntries	.text	00552710	00000155	00000002	0000003C	R	.	.	.	.	.	.	T	.	.
DB_FreeMaterial	.text	00555050	00000017	00000000	000000F4	R	.	.	.	.	.	.	T	.	.
DB_FreeMenu	.text	00555070	0000001F	00000000	00000020	R	.	.	.	.	.	.	T	.	.
DB_FreeUnusedResources	.text	00552B20	00000323	00008014	00000FF3	R	.	.	.	.	.	.	T	.	.
DB_FreeXAssetEntry	.text	0054F160	00000059	00000000		R	.	.	.	.	.	.	T	.	.
DB_FreeXBlocks(char const *,XBlock *,int)	.text	0054DFA0	000000A0	00000000	00000154	R	.	.	.	.	.	.	T	.	.
DB_FreeXGlobals	.text	00553A30	0000001B	00000000	0000000C	R	.	.	.	.	.	.	T	.	.
DB_GetAllXAssetOfType(XAssetType,XAssetHeader *,int)	.text	00769AD0	00000026	00000000	00000024	R	.	.	.	.	.	.	T	.	.
DB_GetAllXAssetOfType_FastFile(XAssetType,XAssetHeader *,int)	.text	00550110	000000A0	00000018	0000003C	R	.	.	.	.	.	.	T	.	.
DB_GetAllXAssetOfType_LoadObj	.text	00769A70	00000059	0000000C	00000024	R	.	.	.	.	.	.	T	.	.
DB_GetAssetTypeUsageInfo(XAssetType,char const * *,int *,int *)	.text	0054ED10	00000004	00000000	00000014	R	.	.	.	.	.	.	T	.	.
DB_GetEmblemSetName	.text	00535400	00000010	00000000	00000008	R	.	.	.	.	.	.	T	.	.
DB_GetFactionFree(void)	.text	0054DCD0	0000000D	00000000	00000058	R	.	.	.	.	.	.	T	.	.
DB_GetGfxWorldChecksum(void)	.text	00553180	00000048	00000010		R	.	.	.	.	.	.	T	.	.
DB_GetGumpUnused(uint)	.text	00538C60	00000004	00000000	00000008	R	.	.	.	.	.	.	T	.	.
DB_GetGumpZoneName(int)	.text	005391A0	0000004B	00000000	00000018	R	.	.	.	.	.	.	T	.	.
DB_GetImageAtIndex(uint)	.text	00552F30	0000004A	00000000	00000038	R	.	.	.	.	.	.	T	.	.
DB_GetImagePartAtIndex(uint)	.text	00552F90	0000004A	00000000	0000002C	R	.	.	.	.	.	.	T	.	.
DB_GetImagePartPoolSize(void)	.text	00552F80	0000000B	00000000		R	.	.	.	.	.	.	T	.	.
DB_GetLevelFree(void)	.text	0054DC90	00000040	0000000C		R	.	.	.	.	.	.	T	.	.
DB_GetLoadedFraction(void)	.text	00536F20	00000057	00000004		R	.	.	.	.	.	.	T	.	.
DB_GetMemoryBudgets(uint *,uint *,uint *)	.text	0054DC00	0000008D	00000000	00000010	R	.	.	.	.	.	.	T	.	.
DB_GetStreamPos(void)	.text	00557600	0000000B	00000000		R	.	.	.	.	.	.	T	.	.
DB_GetXAssetHeaderName(int,XAssetHeader const *)	.text	00535420	000000F3	00000020	0000000C	R	.	.	.	.	.	.	T	.	.
DB_GetXAssetTypeName(int)	.text	005355D0	00000046	00000000	00000008	R	.	.	.	.	.	.	T	.	.
DB_GetXAssetTypeSize(int)	.text	00535590	00000040	00000000	00000010	R	.	.	.	.	.	.	T	.	.
DB_GetZonePriority(int)	.text	00550230	00000019	00000000	00000008	R	.	.	.	.	.	.	T	.	.
DB_GumpBeginAlloc(char const *,uint,EMemTrack)	.text	00538CF0	0000002B	00000000	00000109	R	.	.	.	.	.	.	T	.	.
DB_GumpEndAlloc(char const *,uint)	.text	00538D20	00000028	00000000	0000000C	R	.	.	.	.	.	.	T	.	.
DB_GumpMemAlloc(uint,uint,uint,uint,char const *,int)	.text	00538D50	0000010C	00000000	0000001C	R	.	.	.	.	.	.	T	.	.
DB_GumpMemFreeAll(void)	.text	00538F60	00000055	00000000	00000004	R	.	.	.	.	.	.	T	.	.
DB_GumpPrint(char const *,...)	.text	00538BE0	00000070	00000204	00000008	R	.	.	.	.	.	.	T	.	.
DB_GumpShouldFree(XBlock *)	.text	00538FE0	00000083	00000000	00000008	R	.	.	.	.	.	.	T	.	.
DB_GumpSizeForBlockIndex(int)	.text	00538C50	0000000F	00000000	0000000D	R	.	.	.	.	.	.	T	.	.
DB_HashForName_Inline	.text	0054E0C0	0000003B	00000000	000000D9	R	.	.	.	.	.	.	T	.	.
DB_ImageGetName	.text	005353B0	00000010	00000000	00002B00	R	F	.	.	.	.	.	T	.	.
DB_ImageSetName	.text	005353C0	00000010	00000000	0000000C	R	.	.	.	.	.	.	T	.	.
DB_IncStreamPos(int)	.text	00557660	0000007C	00000000	00000034	R	.	.	.	.	.	.	T	.	.
DB_Init	.text	0054EF90	00000124			R	.	.	.	.	.	.	.	.	.
DB_InitFFOTDMem(void)	.text	0054DA50	0000006D	00000010	00000474	R	.	.	.	.	.	.	T	.	.
DB_InitFastFileNames(void)	.text	00551A40	0000011C	00000000	00000038	R	.	.	.	.	.	.	T	.	.
DB_InitFrontendXAssets(bool)	.text	00557200	00000074	00000018	00000034	R	.	.	.	.	.	.	T	.	.
DB_InitPool_AddonMapEnts_	.text	005538B0	00000034	00000000	00000011	R	.	.	.	.	.	.	T	.	.
DB_InitPool_DestructibleDef_	.text	00553260	0000003D	00000000	00000048	R	.	.	.	.	.	.	T	.	.
DB_InitPool_EmblemSet_	.text	00553820	0000003D	00000000	00000018	R	.	.	.	.	.	.	T	.	.
DB_InitPool_FootstepFXTableDef_	.text	00553980	00000040	00000000	00000014	R	.	.	.	.	.	.	T	.	.
DB_InitPool_FxEffectDef_	.text	00553610	00000039	00000000	00000018	R	.	.	.	.	.	.	T	.	.
DB_InitPool_GfxImage_	.text	005533C0	00000040	00000000	00000078	R	.	.	.	.	.	.	T	.	.
